UDI,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,TWF,HDF,PWF,OSF,RNF,Air_temperature_K_rolling_mean,Air_temperature_K_rolling_std,Air_temperature_K_rolling_min,Air_temperature_K_rolling_max,Air_temperature_K_change,Process_temperature_K_rolling_mean,Process_temperature_K_rolling_std,Process_temperature_K_rolling_min,Process_temperature_K_rolling_max,Process_temperature_K_change,Rotational_speed_rpm_rolling_mean,Rotational_speed_rpm_rolling_std,Rotational_speed_rpm_rolling_min,Rotational_speed_rpm_rolling_max,Rotational_speed_rpm_change,Torque_Nm_rolling_mean,Torque_Nm_rolling_std,Torque_Nm_rolling_min,Torque_Nm_rolling_max,Torque_Nm_change,Tool_wear_min_rolling_mean,Tool_wear_min_rolling_std,Tool_wear_min_rolling_min,Tool_wear_min_rolling_max,Tool_wear_min_change,temperature_difference,power_consumption,load_signal,tool_wear_change
1779,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,298.48,0.07888106377411125,298.4,298.6,0.0,308.02,0.11352924244294867,307.9,308.2,0.0,1529.1,181.8659151988387,1325.0,1981.0,-230.0,41.42,11.412351982732464,23.2,59.5,17.200000000000003,28.1,7.922541679702648,16.0,41.0,5.0,9.599999999999966,7492.698478811657,71550.0,5.0
1780,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,298.5,0.08164965809214646,298.4,298.6,0.0,308.05,0.11785113020136467,307.9,308.2,0.0,1479.8,88.72404158713428,1325.0,1605.0,163.0,43.5,9.449279807947716,31.0,59.5,-10.0,30.8,7.941452428027732,18.0,43.0,2.0,9.599999999999966,6856.211807194364,65472.0,2.0
1781,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,298.51,0.07378647873651287,298.4,298.6,-0.10000000000002274,308.08000000000004,0.11352924244356535,307.9,308.2,0.0,1478.8,87.19938837705978,1325.0,1595.0,107.0,43.63,9.265353624000397,31.1,59.5,-11.700000000000003,33.6,7.862710869807251,23.0,46.0,3.0,9.699999999999989,5395.004704132192,51518.49999999999,3.0
1782,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,298.52,0.06324555320242156,298.4,298.6,0.0,308.1,0.09428090416334471,308.0,308.2,-0.0999999999999659,1500.4,103.41631077027138,1325.0,1662.0,67.0,41.96,10.370063752080886,28.6,59.5,-3.6999999999999957,36.1,8.089087299151739,25.0,48.0,2.0,9.600000000000023,4977.665064053812,47533.200000000004,2.0
1783,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,298.52000000000004,0.06324555320242156,298.4,298.6,-0.10000000000002274,308.1,0.09428090416334471,308.0,308.2,-0.10000000000002274,1506.7,105.82170539796341,1325.0,1662.0,-91.0,40.91,10.232459246057228,28.6,59.5,8.799999999999997,38.6,8.140434058859089,27.0,50.0,2.0,9.600000000000023,6152.8510999576565,58755.399999999994,2.0
1784,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,298.5,0.0942809041576601,298.3,298.6,-0.0999999999999659,308.1,0.09428090416334471,308.0,308.2,0.0,1523.6,97.19190638456845,1325.0,1662.0,-18.0,39.059999999999995,7.905862803430546,28.6,54.0,3.6000000000000014,41.1,8.020113604070108,29.0,52.0,2.0,9.699999999999989,6667.8209677340965,63673.0,2.0
1785,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,298.48,0.11352924243913438,298.3,298.6,0.0,308.1,0.09428090416334471,308.0,308.2,0.0,1660.3,441.4949477501291,1325.0,2886.0,1333.0,35.71,13.705104482961422,3.8,54.0,-37.2,43.9,8.2117801561722,32.0,57.0,5.0,9.699999999999989,1148.4406104462846,10966.8,5.0
1786,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,298.45,0.14337208778384009,298.2,298.6,-0.10000000000002274,308.1,0.09428090416334471,308.0,308.2,0.0,1673.7,434.83484732073254,1325.0,2886.0,-1348.0,34.72,13.052696613684445,3.8,54.0,34.400000000000006,46.6,8.302610031388047,34.0,59.0,2.0,9.800000000000011,6152.453164888203,58751.600000000006,2.0
1787,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,298.44,0.14298407059667417,298.2,298.6,0.19999999999998863,308.11,0.09944289260617024,308.0,308.2,0.19999999999998863,1679.1,433.65486788971333,1325.0,2886.0,80.0,34.91,13.007899309436743,3.8,54.0,-5.200000000000003,49.3,8.138386408453911,36.0,61.0,2.0,9.800000000000011,5591.406604859114,53394.0,2.0
1788,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,298.41999999999996,0.13165611772075264,298.2,298.6,0.0,308.11,0.09944289260617024,308.0,308.2,0.0,1660.0,443.815276888933,1325.0,2886.0,-254.0,35.82000000000001,13.465082415063222,3.8,54.0,12.899999999999999,52.0,7.702813338859334,41.0,63.0,2.0,9.800000000000011,6556.25254062961,62607.6,2.0
1789,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,298.39,0.11972189997375543,298.2,298.6,-0.0999999999999659,308.09000000000003,0.0994428926059235,308.0,308.2,-0.19999999999998863,1671.7,435.46630179613237,1364.0,2886.0,78.0,35.15,12.598787419606891,3.8,47.3,1.3999999999999986,54.4,7.633260552781122,43.0,65.0,2.0,9.699999999999989,7142.578449544585,68206.59999999999,2.0
1790,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,298.35,0.10801234497357899,298.2,298.5,-0.10000000000002274,308.06,0.10749676998136393,307.9,308.2,-0.10000000000002274,1654.2,447.03164193252485,1313.0,2886.0,-129.0,37.480000000000004,16.088560463191786,3.8,67.3,20.0,56.8,7.420691791648951,46.0,67.0,2.0,9.699999999999989,9253.550689173224,88364.9,2.0
1791,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,298.32,0.10327955589909754,298.2,298.5,0.0,308.03,0.10593499055089184,307.9,308.2,0.0,1679.4,450.4136863916206,1313.0,2886.0,534.0,36.61,16.62604716835739,3.8,67.3,-43.699999999999996,59.1,7.264066813200978,48.0,69.0,2.0,9.699999999999989,4564.650349861874,43589.200000000004,2.0
1792,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,298.28000000000003,0.10327955589923085,298.1,298.4,-0.0999999999999659,308.0,0.12472191289534147,307.8,308.2,-0.0999999999999659,1665.6,453.1120047944979,1313.0,2886.0,-323.0,37.83,16.4193009730757,3.8,67.3,17.199999999999996,61.4,6.995236474438601,50.0,71.0,2.0,9.699999999999989,6511.390597536348,62179.2,2.0
1793,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,298.25,0.10801234497390509,298.1,298.4,0.0,307.96999999999997,0.15670212364929637,307.7,308.2,-0.10000000000002274,1653.0,457.7629177739161,1313.0,2886.0,-79.0,38.89,16.727718181376552,3.8,67.3,7.200000000000003,63.7,6.600505031181417,52.0,73.0,2.0,9.599999999999966,7263.3622150996025,69360.0,2.0
1794,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,298.22999999999996,0.11595018087330267,298.1,298.4,0.0,307.95,0.16499158227866326,307.7,308.2,0.10000000000002274,1673.8,457.4396863704186,1313.0,2886.0,316.0,37.61,17.03522168267199,3.8,67.3,-19.8,66.1,6.2262883539596015,57.0,76.0,3.0,9.699999999999989,5200.403983193328,49660.2,3.0
1795,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,298.21,0.11972189997428888,298.1,298.4,0.0,307.92999999999995,0.17029386366086333,307.7,308.2,0.0,1536.6,167.0423765263039,1313.0,1847.0,-247.0,41.58,12.228182385148015,23.6,67.3,15.3,68.2,6.356099432827325,59.0,78.0,2.0,9.699999999999989,6896.738352425673,65859.0,2.0
1796,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,298.2,0.12472191289297303,298.1,298.4,0.0,307.9,0.18257418583634025,307.7,308.2,-0.10000000000002274,1532.6,167.483465187197,1313.0,1847.0,-16.0,41.589999999999996,12.225151669134133,23.6,67.3,-5.200000000000003,70.4,6.619835513229287,61.0,81.0,3.0,9.599999999999966,6008.128398382288,57373.399999999994,3.0
1797,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,298.17,0.10593499054784498,298.1,298.4,0.0,307.84000000000003,0.17126976771644978,307.6,308.2,-0.0999999999999659,1525.0,164.88177582740886,1313.0,1847.0,44.0,42.0,11.971169069430463,23.6,67.3,-1.1999999999999957,72.7,6.976946164173036,63.0,84.0,3.0,9.5,5990.828694836521,57208.200000000004,3.0
1798,M,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,298.13,0.08232726023596493,298.0,298.3,-0.10000000000002274,307.78,0.13165611772147695,307.6,308.0,0.0,1539.4,155.26622298491048,1313.0,1847.0,-34.0,41.59,11.892710185468884,23.6,67.3,4.699999999999996,75.3,7.761013679496145,65.0,89.0,5.0,9.600000000000023,6600.946932114681,63034.399999999994,5.0
1799,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,298.1,0.06666666666820262,298.0,298.2,0.0,307.72999999999996,0.13374935098504157,307.5,307.9,-0.10000000000002274,1538.3,156.0698205576236,1313.0,1847.0,-77.0,42.15,12.315775790965546,23.6,67.3,11.100000000000001,78.0,8.445906306212988,67.0,92.0,3.0,9.5,7927.274990582732,75699.9,3.0
1800,M,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,298.08000000000004,0.06324555320511917,298.0,298.2,0.0,307.69,0.13703203194037994,307.5,307.9,0.0,1549.7,141.2437215910458,1427.0,1847.0,-4.0,39.93,8.768637294357655,23.6,52.9,-7.799999999999997,80.8,9.016035098028732,69.0,95.0,3.0,9.5,6739.522584064528,64357.700000000004,3.0
1801,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0,298.06000000000006,0.05163977795175139,298.0,298.1,0.0,307.65,0.12692955176372922,307.5,307.8,0.0,1517.4,95.09550754665254,1427.0,1761.0,97.0,41.199999999999996,6.850628519421479,28.2,52.9,-8.800000000000004,83.7,9.45221902224254,71.0,98.0,3.0,9.5,5793.222516925721,55321.2,3.0
1802,M,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,298.05,0.05270462767182793,298.0,298.1,0.0,307.62,0.12292725942955972,307.5,307.8,0.0,1507.7,99.20579060160125,1427.0,1761.0,-97.0,41.480000000000004,6.889573442690193,28.2,52.9,7.300000000000004,86.7,9.730250653389117,73.0,101.0,3.0,9.5,6515.369948230897,62217.200000000004,3.0
1803,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,298.05,0.05270462767182793,298.0,298.1,0.10000000000002274,307.61,0.11972189997263713,307.5,307.8,0.10000000000002274,1512.8,96.90866261015456,1427.0,1761.0,69.0,41.09,6.58305062684128,28.2,52.9,0.5,89.8,9.818350166907061,76.0,104.0,3.0,9.5,6908.739236362387,65973.6,3.0
1804,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,298.05,0.05270462767182793,298.0,298.1,0.0,307.6,0.10540925533751283,307.5,307.8,0.0999999999999659,1475.5,52.26056512004464,1388.0,1542.0,-108.0,42.3,4.82884849397633,36.3,52.9,-3.8000000000000043,93.1,10.202940752548082,78.0,109.0,5.0,9.599999999999966,5857.6461102753365,55936.399999999994,5.0
1805,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,298.05000000000007,0.05270462767182793,298.0,298.1,0.0,307.59000000000003,0.08755950357521192,307.5,307.7,0.0,1473.6,51.03637047352471,1388.0,1542.0,107.0,42.760000000000005,5.163375295719273,36.3,52.9,7.800000000000004,96.4,10.112698288126452,81.0,111.0,2.0,9.599999999999966,7530.345230777175,71909.5,2.0
1806,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,298.05,0.05270462767182793,298.0,298.1,0.0,307.59000000000003,0.08755950357521192,307.5,307.7,0.0,1461.4,58.579860020315174,1376.0,1542.0,-119.0,44.55,6.400043402630565,36.3,56.2,8.100000000000001,99.6,9.754770912510816,84.0,113.0,2.0,9.599999999999966,8098.104327109434,77331.2,2.0
1807,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,298.04,0.05163977795191956,298.0,298.1,-0.10000000000002274,307.59000000000003,0.08755950357521192,307.5,307.7,-0.0999999999999659,1466.5,67.86137831393054,1376.0,1593.0,217.0,44.06,7.1745228257896905,32.2,56.2,-24.0,103.0,9.637888196534716,89.0,118.0,5.0,9.600000000000023,5371.5579509609,51294.600000000006,5.0
1808,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,298.04,0.05163977795191956,298.0,298.1,0.0,307.59000000000003,0.08755950357521192,307.5,307.7,0.0,1481.1,89.9066800138393,1376.0,1654.0,61.0,42.769999999999996,8.6367496458126,28.9,56.2,-3.3000000000000043,106.4,10.134649037392867,92.0,123.0,5.0,9.600000000000023,5005.667126572808,47800.6,5.0
1809,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,298.05,0.052704627671819215,298.0,298.1,0.10000000000002274,307.61,0.08755950357550585,307.5,307.7,0.0999999999999659,1594.7,352.8248070139691,1376.0,2567.0,913.0,38.760000000000005,12.04677919150546,12.8,56.2,-16.099999999999998,109.7,10.296169730105015,95.0,125.0,2.0,9.599999999999966,3440.839825819733,32857.6,2.0
1810,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,0,298.06,0.05163977795173087,298.0,298.1,0.0,307.63,0.08232726023349012,307.5,307.7,0.0,1628.7,351.247317111146,1376.0,2567.0,-800.0,36.95,12.344431943187999,12.8,56.2,14.2,112.9,10.192044828090188,98.0,127.0,2.0,9.599999999999966,4996.074797003848,47709.0,2.0
1811,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,298.07000000000005,0.048304589156319036,298.0,298.1,0.0,307.64,0.0699205898765901,307.5,307.7,-0.0999999999999659,1612.7,360.0796362534885,1364.0,2567.0,-403.0,38.7,13.434367205872492,12.8,56.2,26.799999999999997,116.0,9.865765724633738,101.0,129.0,2.0,9.5,7684.670733897015,73383.2,2.0
1812,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,298.08000000000004,0.042163702138155096,298.0,298.1,0.0,307.67,0.06749485577016247,307.6,307.8,0.19999999999998863,1626.9,354.7025201176022,1364.0,2567.0,205.0,37.46,13.503925355243942,12.8,56.2,-22.599999999999998,119.0,9.345230512585559,104.0,131.0,2.0,9.699999999999989,5126.3252284216815,48952.799999999996,2.0
1813,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,298.09000000000003,0.056764621221567134,298.0,298.2,0.0999999999999659,307.69,0.07378647873681017,307.6,307.8,0.0,1624.9,355.577917699561,1364.0,2567.0,-93.0,36.73,13.300881340890337,12.8,56.2,5.599999999999998,122.0,8.793937305516932,109.0,134.0,3.0,9.600000000000023,5688.041994883535,54316.799999999996,3.0
1814,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,298.09000000000003,0.056764621221567134,298.0,298.2,-0.0999999999999659,307.69,0.07378647873681017,307.6,307.8,-0.10000000000002274,1634.0,349.96158519344857,1364.0,2567.0,3.0,37.2,13.522245046999826,12.8,56.2,8.200000000000003,124.7,8.499019551299108,111.0,136.0,2.0,9.599999999999966,6969.623301988957,66555.0,2.0
1815,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,298.09000000000003,0.056764621221567134,298.0,298.2,0.0,307.69,0.07378647873681017,307.6,307.8,0.0,1649.5,346.5369148205334,1364.0,2567.0,171.0,35.8,12.982295636750857,12.8,56.2,-10.899999999999999,127.4,7.933053216345307,113.0,138.0,2.0,9.599999999999966,5892.057021807658,56265.0,2.0
1816,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,298.09000000000003,0.056764621221567134,298.0,298.2,0.0,307.67999999999995,0.07888106377406837,307.6,307.8,-0.0999999999999659,1668.4,334.9222795415881,1364.0,2567.0,-85.0,33.81,10.85945056928145,12.8,53.8,2.1999999999999957,130.1,7.030884249749013,118.0,140.0,2.0,9.5,5949.076928470311,56809.49999999999,2.0
1817,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,298.1,0.047140452081171645,298.0,298.2,0.0,307.68,0.07888106377406837,307.6,307.8,0.0,1655.1,340.83767723393277,1364.0,2567.0,-105.0,35.239999999999995,11.54384877085822,12.8,53.8,10.200000000000003,132.6,6.686636756333368,123.0,143.0,3.0,9.5,7109.424175073702,67890.0,3.0
1818,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,298.11,0.03162277660459651,298.1,298.2,0.0,307.69,0.07378647873681017,307.6,307.8,0.0999999999999659,1656.1,340.84876085703775,1364.0,2567.0,204.0,35.11,11.630176266935958,12.8,53.8,-18.9,134.8,6.795423296441272,125.0,145.0,2.0,9.599999999999966,4809.4013615275435,45926.4,2.0
1819,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,298.11,0.03162277660459651,298.1,298.2,0.0,307.68999999999994,0.07378647873681017,307.6,307.8,0.0,1542.9,123.20033369363144,1364.0,1767.0,-229.0,37.92,8.654966461196985,27.0,53.8,13.299999999999997,137.0,6.831300510642706,127.0,147.0,2.0,9.599999999999966,6146.159507605512,58691.5,2.0
1820,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,298.11,0.03162277660459651,298.1,298.2,0.0,307.68,0.07888106377406837,307.6,307.8,-0.0999999999999659,1572.8,197.50600553457164,1364.0,2066.0,631.0,37.14,9.996021430771581,19.2,53.8,-21.7,139.3,6.961002482085313,129.0,150.0,3.0,9.5,4153.9394702825675,39667.2,3.0
1821,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,298.11,0.03162277660459651,298.1,298.2,0.0,307.67,0.09486832980442195,307.5,307.8,-0.10000000000002274,1585.7,186.24479112775825,1435.0,2066.0,-573.0,36.13,8.528129923963421,19.2,46.5,24.500000000000004,141.7,7.149980574957269,131.0,153.0,3.0,9.399999999999977,6832.3461750025945,65244.100000000006,3.0
1822,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,298.11,0.03162277660459651,298.1,298.2,0.0,307.65,0.08498365855886751,307.5,307.8,0.10000000000002274,1564.2,200.2685974163476,1354.0,2066.0,-139.0,37.339999999999996,8.608935925988648,19.2,46.5,-0.4000000000000057,144.1,7.187179944568063,134.0,155.0,2.0,9.5,6139.530747106436,58628.2,2.0
1823,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,298.1,4.4159249102377585e-07,298.1,298.1,0.0,307.63,0.06749485576938984,307.5,307.7,0.0,1565.4,199.71657695622343,1354.0,2066.0,134.0,37.6,8.630050856036597,19.2,46.5,-3.8999999999999986,146.4,7.275529763074369,136.0,157.0,2.0,9.5,6139.426027351316,58627.2,2.0
1824,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,298.1,4.4159249102377585e-07,298.1,298.1,0.0,307.63,0.06749485576938984,307.5,307.7,0.0999999999999659,1558.9,203.85585866271072,1354.0,2066.0,-74.0,37.970000000000006,9.051586724007144,19.2,48.7,9.300000000000004,148.7,7.257945837344566,138.0,159.0,2.0,9.599999999999966,7211.190833098987,68861.8,2.0
1825,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,298.1,4.4159249102377585e-07,298.1,298.1,0.0,307.61,0.07378647873538183,307.5,307.7,-0.19999999999998863,1533.0,207.41745346040642,1354.0,2066.0,-23.0,40.3,10.778785748971087,19.2,57.4,8.699999999999996,151.0,7.13364485301451,140.0,161.0,2.0,9.399999999999977,8361.181295921044,79843.4,2.0
1826,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,298.09000000000003,0.03162277660493705,298.0,298.1,-0.10000000000002274,307.6,0.08164965809090814,307.5,307.7,0.0,1554.9,222.205835506931,1354.0,2066.0,393.0,39.45,11.443896966408683,19.2,57.4,-29.599999999999998,153.3,6.896859188552442,143.0,163.0,2.0,9.5,5193.59719911055,49595.200000000004,2.0
1827,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,298.06000000000006,0.09660917830915122,297.8,298.1,-0.19999999999998863,307.57,0.1251665557019175,307.3,307.7,-0.19999999999998863,1560.5,220.24544389284316,1354.0,2066.0,-268.0,38.81,11.181775847829861,19.2,57.4,12.3,155.6,6.915361322611999,145.0,166.0,3.0,9.5,6366.081465332309,60791.6,3.0
1828,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,298.04,0.10749676997850494,297.8,298.1,0.0999999999999659,307.53000000000003,0.14181364923948706,307.3,307.7,0.0,1536.1,221.01958183734632,1354.0,2066.0,-96.0,40.83,10.747821484685472,19.2,57.4,7.699999999999996,158.2,7.360555534593572,147.0,171.0,5.0,9.400000000000034,7107.958098502027,67876.0,5.0
1829,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,298.01,0.12866839377189648,297.8,298.1,-0.0999999999999659,307.48,0.16193277068463502,307.2,307.7,-0.10000000000002274,1527.7,226.80929336240916,1351.0,2066.0,-69.0,42.37,11.809793487704264,19.2,57.4,8.5,160.9,7.738073260045987,150.0,174.0,3.0,9.399999999999977,7965.120710082977,76061.3,3.0
1830,L,297.8,307.2,1880,23.0,176,0,0,0,0,0,0,297.98,0.13984117975714327,297.8,298.1,0.0,307.43999999999994,0.17763883459094668,307.2,307.7,0.0,1509.1,180.69953575541348,1351.0,1880.0,529.0,42.75,11.015872386899014,23.0,57.4,-33.3,163.5,8.031189202108465,153.0,176.0,2.0,9.399999999999977,4528.082211374089,43240.0,2.0
1831,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0,297.95,0.143372087785249,297.8,298.1,0.0,307.41999999999996,0.1813529401143261,307.2,307.7,0.10000000000002274,1545.7,211.51466983534604,1351.0,1880.0,-21.0,40.78,12.48997820476703,23.0,57.4,1.0,166.0,8.286535263108021,155.0,178.0,2.0,9.5,4672.17659441874,44616.0,2.0
1832,M,297.8,307.3,1315,54.0,180,0,0,0,0,0,0,297.91999999999996,0.1398411797573743,297.8,298.1,0.0,307.39,0.1728840330627142,307.2,307.7,0.0,1541.8,215.75902195633773,1315.0,1880.0,-544.0,41.85,13.169683198754454,23.0,57.4,30.0,168.5,8.369919686330578,157.0,180.0,2.0,9.5,7436.14981104704,71010.0,2.0
1833,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,297.89,0.12866839377239864,297.8,298.1,0.0,307.37,0.15670212364432468,307.2,307.7,0.0999999999999659,1526.0,225.69300683302782,1315.0,1880.0,15.0,43.08,13.486025689167606,23.0,57.4,-2.299999999999997,171.1,8.4386676146879,159.0,183.0,3.0,9.599999999999966,7200.635081782926,68761.0,3.0
1834,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0,297.86,0.10749676997940653,297.8,298.1,0.0,307.33000000000004,0.10593499054230338,307.2,307.5,-0.0999999999999659,1517.3,232.07663964015518,1315.0,1880.0,-3.0,44.309999999999995,14.572687542873549,23.0,61.0,9.299999999999997,173.8,8.456424250898548,161.0,186.0,3.0,9.5,8476.7500176711,80947.0,3.0
1835,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,297.83000000000004,0.06749485577466978,297.8,298.0,0.0,307.3,0.09428090415233052,307.2,307.5,-0.10000000000002274,1528.0,228.0380085278179,1315.0,1880.0,171.0,42.38,13.90937333838827,23.0,61.0,-22.9,176.5,8.222597589034002,163.0,188.0,2.0,9.399999999999977,5976.754359748438,57073.8,2.0
1836,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,297.81000000000006,0.031622776609834626,297.8,297.9,0.0,307.28000000000003,0.06324555319417409,307.2,307.4,0.10000000000002274,1505.1,210.28047407635714,1315.0,1880.0,57.0,43.18,13.189035850533822,23.0,61.0,-2.3000000000000043,179.2,7.714344503014534,166.0,190.0,2.0,9.5,5829.644047756339,55668.99999999999,2.0
1837,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,297.8,0.04714045208472367,297.7,297.9,-0.10000000000002274,307.27,0.06749485576224014,307.2,307.4,-0.10000000000002274,1505.3,210.29294382413775,1315.0,1880.0,-37.0,42.75,13.36947185859552,23.0,61.0,0.0,182.1,7.6514341429909,171.0,195.0,5.0,9.5,5690.932260124839,54344.399999999994,5.0
1838,L,297.7,307.2,1392,43.0,197,0,0,0,0,0,0,297.78,0.04216370214219678,297.7,297.8,0.0,307.26,0.06992058986931096,307.2,307.4,0.0,1502.5,211.73634023893368,1315.0,1880.0,-126.0,42.269999999999996,13.253682926308104,23.0,61.0,7.200000000000003,184.7,7.874713398670215,174.0,197.0,2.0,9.5,6268.1056624423545,59856.0,2.0
1839,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,297.78000000000003,0.04216370214219678,297.7,297.8,0.10000000000002274,307.26,0.06992058986931096,307.2,307.4,0.0,1513.0,205.91206321577553,1315.0,1880.0,64.0,40.6,12.307811431047444,23.0,61.0,-3.3999999999999986,187.2,8.066391179874326,176.0,199.0,2.0,9.399999999999977,6037.889752787295,57657.6,2.0
1840,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,297.77,0.04830458915988272,297.7,297.8,-0.10000000000002274,307.25,0.08498365855256139,307.1,307.4,-0.0999999999999659,1496.5,177.94833832073513,1315.0,1859.0,259.0,41.32,11.336058495889217,24.0,61.0,-9.400000000000002,169.6,60.005925633317084,0.0,199.0,-199.0,9.400000000000034,5423.7502769125385,51793.0,-199.0
1841,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,297.76,0.05163977795509926,297.7,297.8,0.0,307.24,0.08432740426362348,307.1,307.4,0.0999999999999659,1451.1,125.31954711412111,1315.0,1715.0,-310.0,43.29,9.565150867138003,30.2,61.0,13.500000000000004,152.0,79.81088758921196,0.0,199.0,2.0,9.5,6429.635884714431,61398.50000000001,2.0
1842,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,297.75,0.05270462767515036,297.7,297.8,0.0,307.22999999999996,0.08232726022698143,307.1,307.4,0.0,1486.4,132.24825140620825,1327.0,1715.0,263.0,41.67,8.898320690507337,30.2,61.0,-5.900000000000006,134.5,91.34215285884673,0.0,199.0,3.0,9.5,6602.6224481965955,63050.399999999994,3.0
1843,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,297.73999999999995,0.05163977795535087,297.7,297.8,0.0,307.2,0.06666666665635318,307.1,307.3,-0.0999999999999659,1538.9,163.72364927930602,1327.0,1855.0,187.0,38.75,9.967976502558358,22.5,61.0,-15.299999999999997,116.9,97.69390973852983,0.0,199.0,2.0,9.400000000000034,4370.7407793068,41737.5,2.0
1844,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,297.72,0.06324555320839867,297.6,297.8,-0.0999999999999659,307.18,0.06324555319207052,307.1,307.3,0.0,1555.8,147.32111563218305,1392.0,1855.0,-359.0,36.57000000000001,6.252652770358094,22.5,43.7,16.700000000000003,99.5,99.49790617562425,0.0,199.0,5.0,9.5,6141.101543433233,58643.200000000004,5.0
